601.00,2,13,549.18,2.15
722.00,2,13,613.53,2.21
445.00,1,10,499.68,1.27
679.00,1,12,592.91,1.33
396.00,1,10,493.16,1.24
423.00,1,10,470.39,1.21
286.00,1,8,394.10,1.24
500.00,1,10,469.57,1.28
404.00,1,10,475.47,1.22
319.00,2,9,447.44,2.00
616.00,1,13,472.54,1.25
474.00,1,10,484.91,1.24
527.00,1,12,492.27,1.30
512.00,1,10,477.24,1.20
451.00,1,10,457.98,1.28
330.00,1,9,432.04,1.27
829.00,2,14,556.93,2.00
2050.00,2,19,891.10,1.98
387.00,1,10,438.38,1.26
623.00,2,12,528.81,1.98
823.00,1,15,563.94,1.26
503.00,1,11,513.31,1.21
397.00,1,10,490.12,1.22
294.00,1,9,387.57,1.25
463.00,1,9,442.59,1.21
345.00,1,9,440.34,1.25
403.00,1,10,480.04,1.24
534.00,2,12,554.15,1.93
603.00,1,12,565.93,1.27
415.00,1,10,493.03,1.25
501.00,1,10,469.99,1.24
452.00,1,9,425.74,1.24
638.00,1,11,508.09,1.24
287.00,1,8,392.63,1.26
383.00,1,10,449.22,1.26
556.00,1,11,491.66,1.33
383.00,1,9,437.01,1.33
474.00,1,10,469.72,1.26
566.00,1,10,494.43,1.23
348.00,2,9,440.16,2.01
414.00,1,10,483.05,1.29
451.00,2,10,486.21,1.98
369.00,1,9,413.32,1.25
389.00,1,9,436.11,1.29
424.00,1,10,476.20,1.24
499.00,1,11,529.37,1.20
409.00,1,10,464.79,1.21
600.00,1,11,492.75,1.22
567.00,2,12,571.72,1.91
459.00,1,11,455.03,1.21
345.00,2,9,406.32,2.01
392.00,1,10,477.98,1.22
709.00,1,12,578.93,1.24
335.00,1,9,411.75,1.26
606.00,1,11,502.81,1.25
445.00,1,10,489.24,1.21
323.00,1,9,407.26,1.23
380.00,1,9,414.31,1.28
1869.00,2,18,850.71,1.90
498.00,2,11,509.00,1.99
349.00,1,9,425.80,1.23
553.00,1,11,504.22,1.23
493.00,1,10,496.52,1.25
540.00,1,11,530.39,1.19
370.00,1,10,472.89,1.22
559.00,2,12,500.45,1.95
389.00,1,10,492.29,1.24
442.00,1,11,422.79,1.26
345.00,1,9,439.12,1.27
419.00,1,10,480.47,1.21
566.00,1,10,484.04,1.23
316.00,1,9,411.67,1.20
643.00,1,13,620.04,1.22
562.00,2,11,526.05,1.99
925.00,2,16,699.87,1.94
425.00,2,10,431.41,1.99
515.00,1,10,437.37,1.25
567.00,1,12,564.32,1.26
585.00,1,12,522.92,1.21
315.00,1,9,440.78,1.26
548.00,2,11,528.23,1.93
518.00,2,11,504.28,1.93
803.00,2,14,648.41,1.92
505.00,1,11,501.17,1.25
373.00,1,9,450.76,1.21
494.00,1,11,528.38,1.22
476.00,2,11,488.03,1.98
594.00,1,13,494.16,1.28
440.00,1,10,440.45,1.23
377.00,1,9,430.49,1.28
379.00,1,9,449.41,1.24
387.00,1,9,407.59,1.25
351.00,1,9,445.53,1.26
449.00,1,9,448.51,1.25
623.00,1,12,495.76,1.22
544.00,2,12,539.32,2.08
395.00,1,10,464.57,1.24
634.00,1,11,447.01,1.25
578.00,2,11,540.96,1.91
553.00,1,10,478.76,1.24
